  StartAddress   AddressRange  #Instructions  Ratio Linkage Visibility  Module                                                                   Function                                                                                 FunctionSignature                                                                       
0x7113ffa6f4c0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406f4c0                                                                              targ406f4c0                                                                             
0x7113ffa6f5e0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406f5e0                                                                              targ406f5e0                                                                             
0x7113ffa6f670            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406f670                                                                              targ406f670                                                                             
0x7113ffa6f700            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406f700                                                                              targ406f700                                                                             
0x7113ffa6f790            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406f790                                                                              targ406f790                                                                             
0x7113ffa6f820            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406f820                                                                              targ406f820                                                                             
0x7113ffa6f8b0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406f8b0                                                                              targ406f8b0                                                                             
0x7113ffa6f940            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406f940                                                                              targ406f940                                                                             
0x7113ffa6f9d0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406f9d0                                                                              targ406f9d0                                                                             
0x7113ffa6fa60            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406fa60                                                                              targ406fa60                                                                             
0x7113ffa6faf0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406faf0                                                                              targ406faf0                                                                             
0x7113ffa6fb80            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406fb80                                                                              targ406fb80                                                                             
0x7113ffa6fc10            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406fc10                                                                              targ406fc10                                                                             
0x7113ffa6fca0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406fca0                                                                              targ406fca0                                                                             
0x7113ffa6fd30            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406fd30                                                                              targ406fd30                                                                             
0x7113ffa6fdc0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406fdc0                                                                              targ406fdc0                                                                             
0x7113ffa6fe50            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406fe50                                                                              targ406fe50                                                                             
0x7113ffa6fee0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406fee0                                                                              targ406fee0                                                                             
0x7113ffa6ff70            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ406ff70                                                                              targ406ff70                                                                             
0x7113ffa70000            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4070000                                                                              targ4070000                                                                             
0x7113ffa70090            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4070090                                                                              targ4070090                                                                             
0x7113ffa70120            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4070120                                                                              targ4070120                                                                             
0x7113ffa701b0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40701b0                                                                              targ40701b0                                                                             
0x7113ffa70240            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4070240                                                                              targ4070240                                                                             
0x7113ffa702d0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40702d0                                                                              targ40702d0                                                                             
0x7113ffa70360          13047           6490   2.01   global    default libamd_comgr.so.2.6.60002                                                targ4070360                                                                              targ4070360                                                                             
0x7113ffa70820            276             83   3.33   global    default libamd_comgr.so.2.6.60002                                                targ4070820                                                                              targ4070820                                                                             
0x7113ffa70940            277             86   3.22   global    default libamd_comgr.so.2.6.60002                                                targ4070940                                                                              targ4070940                                                                             
0x7113ffa70be0           1327            336   3.95   global    default libamd_comgr.so.2.6.60002                                                targ4070be0                                                                              targ4070be0                                                                             
0x7113ffa71110           1119            264   4.24   global    default libamd_comgr.so.2.6.60002                                                targ4071110                                                                              targ4071110                                                                             
0x7113ffa71800            429            106   4.05   global    default libamd_comgr.so.2.6.60002                                                targ4071800                                                                              targ4071800                                                                             
0x7113ffa719b0            724            163   4.44   global    default libamd_comgr.so.2.6.60002                                                targ40719b0                                                                              targ40719b0                                                                             
0x7113ffa71d40            139             43   3.23   global    default libamd_comgr.so.2.6.60002                                                targ4071d40                                                                              targ4071d40                                                                             
0x7113ffa71e60            876            214   4.09   global    default libamd_comgr.so.2.6.60002                                                targ4071e60                                                                              targ4071e60                                                                             
0x7113ffa721d0            139             47   2.96   global    default libamd_comgr.so.2.6.60002                                                targ40721d0                                                                              targ40721d0                                                                             
0x7113ffa72260            551            144   3.83   global    default libamd_comgr.so.2.6.60002                                                targ4072260                                                                              targ4072260                                                                             
0x7113ffa72490            951            248   3.83   global    default libamd_comgr.so.2.6.60002                                                targ4072490                                                                              targ4072490                                                                             
0x7113ffa72850             91             28   3.25   global    default libamd_comgr.so.2.6.60002                                                targ4072850                                                                              targ4072850                                                                             
0x7113ffa728b0            138             45   3.07   global    default libamd_comgr.so.2.6.60002                                                targ40728b0                                                                              targ40728b0                                                                             
0x7113ffa72940            525            130   4.04   global    default libamd_comgr.so.2.6.60002                                                targ4072940                                                                              targ4072940                                                                             
0x7113ffa72b50             91             28   3.25   global    default libamd_comgr.so.2.6.60002                                                targ4072b50                                                                              targ4072b50                                                                             
0x7113ffa72bb0            208             63   3.30   global    default libamd_comgr.so.2.6.60002                                                targ4072bb0                                                                              targ4072bb0                                                                             
0x7113ffa72c80             79             25   3.16   global    default libamd_comgr.so.2.6.60002                                                targ4072c80                                                                              targ4072c80                                                                             
0x7113ffa72cd0            343             96   3.57   global    default libamd_comgr.so.2.6.60002                                                targ4072cd0                                                                              targ4072cd0                                                                             
0x7113ffa72e30            381             94   4.05   global    default libamd_comgr.so.2.6.60002                                                targ4072e30                                                                              targ4072e30                                                                             
0x7113ffa72fb0            207             68   3.04   global    default libamd_comgr.so.2.6.60002                                                targ4072fb0                                                                              targ4072fb0                                                                             
0x7113ffa73080            323             86   3.76   global    default libamd_comgr.so.2.6.60002                                                targ4073080                                                                              targ4073080                                                                             
0x7113ffa73650              7              2   3.50   global    default libamd_comgr.so.2.6.60002                                                targ4073650                                                                              targ4073650                                                                             
0x7113ffa7ac30         136835          13234  10.34   global    default libamd_comgr.so.2.6.60002                                                targ407ac30                                                                              targ407ac30                                                                             
0x7113ffa7c140             80             25   3.20   global    default libamd_comgr.so.2.6.60002                                                targ407c140                                                                              targ407c140                                                                             
0x7113ffa7c190             74             24   3.08   global    default libamd_comgr.so.2.6.60002                                                targ407c190                                                                              targ407c190                                                                             
0x7113ffa7c700           1668            366   4.56   global    default libamd_comgr.so.2.6.60002                                                targ407c700                                                                              targ407c700                                                                             
0x7113ffa7cd90            540            137   3.94   global    default libamd_comgr.so.2.6.60002                                                targ407cd90                                                                              targ407cd90                                                                             
0x7113ffa7d110            102             32   3.19   global    default libamd_comgr.so.2.6.60002                                                targ407d110                                                                              targ407d110                                                                             
0x7113ffa7fd70            102             33   3.09   global    default libamd_comgr.so.2.6.60002                                                targ407fd70                                                                              targ407fd70                                                                             
0x7113ffa96850            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4096850                                                                              targ4096850                                                                             
0x7113ffa968e0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40968e0                                                                              targ40968e0                                                                             
0x7113ffa96970            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4096970                                                                              targ4096970                                                                             
0x7113ffa96a00            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4096a00                                                                              targ4096a00                                                                             
0x7113ffa96a90            132             37   3.57   global    default libamd_comgr.so.2.6.60002                                                targ4096a90                                                                              targ4096a90                                                                             
0x7113ffa96b20            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4096b20                                                                              targ4096b20                                                                             
0x7113ffa96bb0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4096bb0                                                                              targ4096bb0                                                                             
0x7113ffa96c40            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4096c40                                                                              targ4096c40                                                                             
0x7113ffa96cd0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4096cd0                                                                              targ4096cd0                                                                             
0x7113ffa96d60            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4096d60                                                                              targ4096d60                                                                             
0x7113ffa96df0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4096df0                                                                              targ4096df0                                                                             
0x7113ffa96e80            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4096e80                                                                              targ4096e80                                                                             
0x7113ffa96f10            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4096f10                                                                              targ4096f10                                                                             
0x7113ffa96fa0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4096fa0                                                                              targ4096fa0                                                                             
0x7113ffa97030            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097030                                                                              targ4097030                                                                             
0x7113ffa970c0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40970c0                                                                              targ40970c0                                                                             
0x7113ffa97150            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097150                                                                              targ4097150                                                                             
0x7113ffa971e0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40971e0                                                                              targ40971e0                                                                             
0x7113ffa97270            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097270                                                                              targ4097270                                                                             
0x7113ffa97300            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097300                                                                              targ4097300                                                                             
0x7113ffa97390            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097390                                                                              targ4097390                                                                             
0x7113ffa97420            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097420                                                                              targ4097420                                                                             
0x7113ffa974b0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40974b0                                                                              targ40974b0                                                                             
0x7113ffa97540            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097540                                                                              targ4097540                                                                             
0x7113ffa975d0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40975d0                                                                              targ40975d0                                                                             
0x7113ffa97660            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097660                                                                              targ4097660                                                                             
0x7113ffa976f0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40976f0                                                                              targ40976f0                                                                             
0x7113ffa97780            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097780                                                                              targ4097780                                                                             
0x7113ffa97810            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097810                                                                              targ4097810                                                                             
0x7113ffa978a0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40978a0                                                                              targ40978a0                                                                             
0x7113ffa97930            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097930                                                                              targ4097930                                                                             
0x7113ffa979c0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40979c0                                                                              targ40979c0                                                                             
0x7113ffa97a50            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097a50                                                                              targ4097a50                                                                             
0x7113ffa97ae0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097ae0                                                                              targ4097ae0                                                                             
0x7113ffa97b70            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097b70                                                                              targ4097b70                                                                             
0x7113ffa97c00            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097c00                                                                              targ4097c00                                                                             
0x7113ffa97c90            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097c90                                                                              targ4097c90                                                                             
0x7113ffa97d20            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097d20                                                                              targ4097d20                                                                             
0x7113ffa97db0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097db0                                                                              targ4097db0                                                                             
0x7113ffa97e40            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097e40                                                                              targ4097e40                                                                             
0x7113ffa97ed0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097ed0                                                                              targ4097ed0                                                                             
0x7113ffa97f60            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097f60                                                                              targ4097f60                                                                             
0x7113ffa97ff0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4097ff0                                                                              targ4097ff0                                                                             
0x7113ffa98080            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098080                                                                              targ4098080                                                                             
0x7113ffa981a0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40981a0                                                                              targ40981a0                                                                             
0x7113ffa98230            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098230                                                                              targ4098230                                                                             
0x7113ffa982c0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40982c0                                                                              targ40982c0                                                                             
0x7113ffa98350            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098350                                                                              targ4098350                                                                             
0x7113ffa983e0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40983e0                                                                              targ40983e0                                                                             
0x7113ffa98470            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098470                                                                              targ4098470                                                                             
0x7113ffa98500            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098500                                                                              targ4098500                                                                             
0x7113ffa98590            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098590                                                                              targ4098590                                                                             
0x7113ffa98620            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098620                                                                              targ4098620                                                                             
0x7113ffa986b0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40986b0                                                                              targ40986b0                                                                             
0x7113ffa98740            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098740                                                                              targ4098740                                                                             
0x7113ffa987d0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40987d0                                                                              targ40987d0                                                                             
0x7113ffa98860            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098860                                                                              targ4098860                                                                             
0x7113ffa988f0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ40988f0                                                                              targ40988f0                                                                             
0x7113ffa98980            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098980                                                                              targ4098980                                                                             
0x7113ffa98a10            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098a10                                                                              targ4098a10                                                                             
0x7113ffa98aa0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098aa0                                                                              targ4098aa0                                                                             
0x7113ffa98b30            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098b30                                                                              targ4098b30                                                                             
0x7113ffa98bc0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098bc0                                                                              targ4098bc0                                                                             
0x7113ffa98c50            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098c50                                                                              targ4098c50                                                                             
0x7113ffa98ce0            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098ce0                                                                              targ4098ce0                                                                             
0x7113ffa98d70            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098d70                                                                              targ4098d70                                                                             
0x7113ffa98e00            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098e00                                                                              targ4098e00                                                                             
0x7113ffa98e90            139             36   3.86   global    default libamd_comgr.so.2.6.60002                                                targ4098e90                                                                              targ4098e90                                                                             
0x7113ffa98f20          13031           6478   2.01   global    default libamd_comgr.so.2.6.60002                                                targ4098f20                                                                              targ4098f20                                                                             
0x7113ffa993e0            276             83   3.33   global    default libamd_comgr.so.2.6.60002                                                targ40993e0                                                                              targ40993e0                                                                             
0x7113ffa99500            277             86   3.22   global    default libamd_comgr.so.2.6.60002                                                targ4099500                                                                              targ4099500                                                                             
0x7113ffa997a0           1327            336   3.95   global    default libamd_comgr.so.2.6.60002                                                targ40997a0                                                                              targ40997a0                                                                             
0x7113ffa99cd0           1089            252   4.32   global    default libamd_comgr.so.2.6.60002                                                targ4099cd0                                                                              targ4099cd0                                                                             
0x7113ffa9a3b0            429            106   4.05   global    default libamd_comgr.so.2.6.60002                                                targ409a3b0                                                                              targ409a3b0                                                                             
0x7113ffa9a560            724            163   4.44   global    default libamd_comgr.so.2.6.60002                                                targ409a560                                                                              targ409a560                                                                             
0x7113ffa9a8f0            139             43   3.23   global    default libamd_comgr.so.2.6.60002                                                targ409a8f0                                                                              targ409a8f0                                                                             
0x7113ffa9aa10            876            214   4.09   global    default libamd_comgr.so.2.6.60002                                                targ409aa10                                                                              targ409aa10                                                                             
0x7113ffa9ad80            139             47   2.96   global    default libamd_comgr.so.2.6.60002                                                targ409ad80                                                                              targ409ad80                                                                             
0x7113ffa9ae10            551            144   3.83   global    default libamd_comgr.so.2.6.60002                                                targ409ae10                                                                              targ409ae10                                                                             
0x7113ffa9b040            951            248   3.83   global    default libamd_comgr.so.2.6.60002                                                targ409b040                                                                              targ409b040                                                                             
0x7113ffa9b400             91             28   3.25   global    default libamd_comgr.so.2.6.60002                                                targ409b400                                                                              targ409b400                                                                             
0x7113ffa9b460            138             45   3.07   global    default libamd_comgr.so.2.6.60002                                                targ409b460                                                                              targ409b460                                                                             
0x7113ffa9b4f0            525            130   4.04   global    default libamd_comgr.so.2.6.60002                                                targ409b4f0                                                                              targ409b4f0                                                                             
0x7113ffa9b700             91             28   3.25   global    default libamd_comgr.so.2.6.60002                                                targ409b700                                                                              targ409b700                                                                             
0x7113ffa9b760            208             63   3.30   global    default libamd_comgr.so.2.6.60002                                                targ409b760                                                                              targ409b760                                                                             
