  StartAddress   AddressRange  #Instructions  Ratio Linkage Visibility  Module                                                                   Function                                                                                 FunctionSignature                                                                       
0x7114048b3dd4             24              6   4.00  unknown    unknown ../../../../../libstdc++-v3/src/c++17/fs_ops.cc                          std::filesystem::temp_directory_path[abi:cxx11].cold                                     std::filesystem::temp_directory_path[abi:cxx11].cold                                    
0x71140498de80           1823            364   5.01  unknown    unknown ../../../../../libstdc++-v3/src/c++17/fs_ops.cc                          std::filesystem::weakly_canonical                                                        std::filesystem::weakly_canonical                                                       
0x71140498e740           2916            581   5.02  unknown    unknown ../../../../../libstdc++-v3/src/c++17/fs_ops.cc                          std::filesystem::weakly_canonical                                                        std::filesystem::weakly_canonical                                                       
0x7114048b421c             62             13   4.77  unknown    unknown ../../../../../libstdc++-v3/src/c++17/fs_ops.cc                          std::filesystem::weakly_canonical.cold                                                   std::filesystem::weakly_canonical.cold                                                  
0x7114048b42ce             64             13   4.92  unknown    unknown ../../../../../libstdc++-v3/src/c++17/fs_ops.cc                          std::filesystem::weakly_canonical.cold                                                   std::filesystem::weakly_canonical.cold                                                  
0x7114049963e0            473            117   4.04  unknown    unknown ../../../../../libstdc++-v3/src/c++17/fs_path.cc                         std::filesystem::__cxx11::filesystem_error::filesystem_error                             std::filesystem::__cxx11::filesystem_error::filesystem_error                            
0x711404996b50            426            124   3.44  unknown    unknown ../../../../../libstdc++-v3/src/c++17/fs_path.cc                         std::filesystem::__cxx11::filesystem_error::filesystem_error                             std::filesystem::__cxx11::filesystem_error::filesystem_error                            
0x711404996d00            596            165   3.61  unknown    unknown ../../../../../libstdc++-v3/src/c++17/fs_path.cc                         std::filesystem::__cxx11::filesystem_error::filesystem_error                             std::filesystem::__cxx11::filesystem_error::filesystem_error                            
0x7114048b4990             92             20   4.60  unknown    unknown ../../../../../libstdc++-v3/src/c++17/fs_path.cc                         std::filesystem::__cxx11::filesystem_error::filesystem_error.cold                        std::filesystem::__cxx11::filesystem_error::filesystem_error.cold                       
0x7114048b4b2c             34              8   4.25  unknown    unknown ../../../../../libstdc++-v3/src/c++17/fs_path.cc                         std::filesystem::__cxx11::filesystem_error::filesystem_error.cold                        std::filesystem::__cxx11::filesystem_error::filesystem_error.cold                       
0x7114048b4b76             34              8   4.25  unknown    unknown ../../../../../libstdc++-v3/src/c++17/fs_path.cc                         std::filesystem::__cxx11::filesystem_error::filesystem_error.cold                        std::filesystem::__cxx11::filesystem_error::filesystem_error.cold                       
