"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
150,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,194,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086013815,14612086037790,14612086059391,14612086085541,21601
151,"__amd_rocclr_copyBufferRectAligned.kd",1,3,56,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086030276,14612086047849,14612086060353,14612086062187,12504
152,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,196,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086057929,14612086070973,14612086085600,14612086103995,14627
153,"__amd_rocclr_copyBufferRectAligned.kd",1,3,58,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086070763,14612086085560,14612086103354,14612086145794,17794
154,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,198,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086091301,14612086106880,14612086122390,14612086129183,15510
155,"__amd_rocclr_copyBufferRectAligned.kd",1,0,28,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086113593,14612086150753,14612086166102,14612086169148,15349
156,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,200,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086159741,14612086166383,14612086184817,14612086186040,18434
157,"__amd_rocclr_copyBufferRectAligned.kd",1,1,34,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086172144,14612086185819,14612086204014,14612086208042,18195
158,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,202,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086194867,14612086205216,14612086223490,14612086224342,18274
159,"__amd_rocclr_copyBufferRectAligned.kd",1,2,204,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086207931,14612086231626,14612086240923,14612086245502,9297
160,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,206,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086236365,14612086247496,14612086262444,14612086265811,14948
161,"__amd_rocclr_copyBufferRectAligned.kd",1,3,60,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086249149,14612086272783,14612086283203,14612086284806,10420
162,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,208,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086277182,14612086284125,14612086302319,14612086304494,18194
163,"__amd_rocclr_copyBufferRectAligned.kd",1,3,62,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086289966,14612086308931,14612086323759,14612086325042,14828
164,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,210,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086315144,14612086325923,14612086342074,14612086351622,16151
165,"__amd_rocclr_copyBufferRectAligned.kd",1,0,30,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086330332,14612086372471,14612086389904,14612086393912,17433
166,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,212,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086381899,14612086390385,14612086408980,14612086411475,18595
167,"__amd_rocclr_copyBufferRectAligned.kd",1,1,36,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086396938,14612086416915,14612086428577,14612086429960,11662
168,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,214,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086432054,14612086451100,14612086470937,14612086472991,19837
169,"__amd_rocclr_copyBufferRectAligned.kd",1,2,216,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086460077,14612086479353,14612086490814,14612086493981,11461
170,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,218,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086477480,14612086497106,14612086512535,14612086517766,15429
171,"__amd_rocclr_copyBufferRectAligned.kd",1,3,64,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086499762,14612086513978,14612086531251,14612086537844,17273
172,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,220,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086523657,14612086537903,14612086552691,14612086557481,14788
173,"__amd_rocclr_copyBufferRectAligned.kd",1,3,66,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086544426,14612086562950,14612086573811,14612086576537,10861
174,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,222,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086569513,14612086575454,14612086592005,14612086595883,16551
175,"__amd_rocclr_copyBufferRectAligned.kd",1,0,32,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086584141,14612086600341,14612086612925,14612086629386,12584
176,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,224,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086605732,14612086651467,14612086676555,14612086679691,25088
177,"__amd_rocclr_copyBufferRectAligned.kd",1,1,38,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086656808,14612086663650,14612086680602,14612086696463,16952
178,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,226,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086674882,14612086693587,14612086716229,14612086718845,22642
179,"__amd_rocclr_copyBufferRectAligned.kd",1,2,228,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086700601,14612086724245,14612086735546,14612086736528,11301
180,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,230,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612086723884,14612086741557,14612086764120,14612086767497,22563
181,"__amd_rocclr_copyBufferRectAligned.kd",1,3,68,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612086740876,14612086753981,14612086767486,14612086786723,13505
